hex,sign_name,period,code,total_wedges
0x121f4,LAM,Neo-Babylonian,a2b2w2,6
0x121c0,LAGAB TIMES BAD,Neo-Babylonian,a2b3w1,6
0x12156,ISH,Neo-Babylonian,a2b2w1,5
,MAR Variant Form,Neo-Babylonian,a2b3,5
0x12118,GU2,Neo-Babylonian,a2b2w3,7
0x1236a,ZU,Neo-Babylonian,a2b3,5
,URU Variant Form,Neo-Babylonian,a2b3,5
0x12127,GURUN,Neo-Babylonian,a2b2w3,7
0x12072,DI,Neo-Babylonian,a2b2w2,6
0x12051,BULUG,Neo-Babylonian,a2b2w3,7
0x120b5,GA,Neo-Babylonian,a2b2w2,6
0x12225,MAR,Neo-Babylonian,a2b3,5
,LAM Variant Form,Neo-Babylonian,a2b2w2,6
0x121f5,LAM TIMES KUR,Neo-Babylonian,a2b2c3w2,9
0x121a0,KI,Old Babylonian,a2b3w1,6
0x120b5,GA,Neo-Babylonian,a2b2w2,6
0x121aa,KU,Old Babylonian,a2b3,5
0x121c0,LAGAB TIMES BAD,Old Babylonian,a2b3w1,6
0x121e5,LAGAB TIMES U,Old Babylonian,a2b2w1,5
0x121f4,LAM,Old Babylonian,a2b2w2,6
0x122e0,SIK2,Old Babylonian,a2b3w1,6
0x1206f,DAR,Old Babylonian,a2b3w1,6
0x1218d,KA2,Old Babylonian,a2b2w2,6
0x1230c,U GUD,Old Babylonian,a2b2w3,7
0x121e5,LAGAB TIMES U,Neo-Babylonian,a2b2w1,5
0x12072,DI,Old Babylonian,a2b2w1,5
0x12081,DUG,Old Babylonian,a2b2w2,6
0x12089,DUR2,Old Babylonian,a2b3,5
0x12156,ISH,Old Babylonian,a2b2w1,5
0x12225,MAR,Old Babylonian,a2b3,5
0x12306,TUG2,Old Babylonian,a2b3,5
0x1214b,IL,Neo-Babylonian,a2b3c2w1,8
0x121fb,LU,Old Babylonian,a2b3,5
0x1201c,AD,Old Babylonian,a2b2c4,8
0x12089,DUR2,Old Babylonian,a2b3,5
0x12118,GU2,Old Babylonian,a2b2c2w1,7
0x12220,MA,Old Babylonian,a2b3,5
0x12225,MAR,Old Babylonian,a2b3,5
0x12309,TUR,Old Babylonian,a2b2c4,8
0x12337,URU,Old Babylonian,a2b3,5
0x1236a,ZU,Neo-Babylonian,a2b3,5
0x120b5,GA,Middle Hittite,a2b2w2,6
0x12055,DA,Neo-Babylonian,a2b3w1,6
0x12072,DI,Neo-Babylonian,a2b3w1,6
0x121af,KU7,Middle Hittite,a2b3,5
0x121f4,LAM,Middle Hittite,a2b2w2,6
0x122ad,SHA,Middle Hittite,a2b2w2,6
0x12317,UD TIMES U PLUS U PLUS U,Neo-Babylonian,a2b2w3,7
0x12317,UD TIMES U PLUS U PLUS U,Neo-Babylonian,a2b2w3,7
0x1218d,KA2,Middle Hittite,a2b2w2,6
0x1236a,ZU,Middle Hittite,a2b3,5
0x12020,AL,Middle Hittite,a2b3,5
0x12072,DI,Middle Hittite,a2b2w2,6
0x12118,GU2,Middle Hittite,a2b2w3,7
0x12156,ISH,Middle Hittite,a2b2w1,5
0x12225,MAR,Middle Hittite,a2b3,5
0x12317,UD TIMES U PLUS U PLUS U,Middle Hittite,a2b2w3,7
0x12337,URU,Middle Hittite,a2b3,5
0x121c0,LAGAB TIMES BAD,Neo-Assyrian,a2b3w1,6
,form KU7,Middle Hittite,a2b2w1,5
,form LAM,Middle Hittite,a2b2w2,6
0x1236a,ZU,Middle Hittite,a2b3,5
0x12020,AL,Middle Hittite,a2b3w1,6
0x12056,DAG,Middle Hittite,a2b3,5
0x12337,URU,Middle Hittite,a2b3,5
0x12095,EGIR,Neo Assyrian,a3b6c2w1,12
0x12461,OLD ASSYRIAN ONE SIXTH,Neo Assyrian,c3b3,6
0x12254,NINDA2 TIMES ASH,Neo Assyrian,b5w1,6
0x1225d,NINDA2 TIMES SHE PLUS ASH PLUS ASH,Neo Assyrian,b6c4w1,11
0x12107,GIDIM,Neo Assyrian,a4b5c1w1,11
0x12106,GI4 CROSSING GI4,Neo Assyrian,a4b4c12,20
0x1223b,MUSH3 TIMES A PLUS DI,Neo Assyrian,a10b3w1,14
0x12239,MUSH3,Neo Assyrian,a5b1,6
0x1223f,NA2,Neo Assyrian,b5c4w2,11
0x12242,NAGA TIMES SHU TENU,Neo Assyrian,a5b7c4d1,17
0x12246,NAM,Neo Assyrian,a2b1c4w1,8
0x1224a,NE TIMES UD,Neo Assyrian,a2b4c6,12
0x122c2,SHESHLAM,Neo Assyrian,a4b1c1,6
0x122c7,SHIM TIMES A,Neo Assyrian,a5b4w3,12
0x122c6,SHIM,Neo Assyrian,a2b4w3,9
0x122ca,SHIM TIMES DIN,Neo Assyrian,a3b5w5,13
0x122c8,SHIM TIMES BAL,Neo Assyrian,a3b6c3w3,15
0x122c9,SHIM TIMES BULUG,Neo Assyrian,a4b6c2w4,16
0x122cc,SHIM TIMES IGI,Neo Assyrian,a3b5w4,12
0x122cb,SHIM TIMES GAR,Neo Assyrian,a6b4w3,13
0x122ce,SHIM TIMES KUSHU2,Neo Assyrian,a4b5c3w4,16
0x122cf,SHIM TIMES LUL,Neo Assyrian,a3b10w3,16
0x122cd,SHIM TIMES IGI GUNU,Neo Assyrian,a3b9w4,16
0x122d1,SHIM TIMES SAL,Neo Assyrian,a3b5c2w3,13
0x122d0,SHIM TIMES MUG,Neo Assyrian,a3b7w3,13
0x122d2,SHINIG,Neo Assyrian,a6b7c1,14
0x12058,DAG KISIM5 TIMES AMAR,Neo Assyrian,a5b6w5,16
0x12059,DAG KISIM5 TIMES BALAG,Neo Assyrian,a7b12w4,23
0x1205b,DAG KISIM5 TIMES GA,Neo Assyrian,a8b6c2w2,18
0x1205a,DAG KISIM5 TIMES BI,Neo Assyrian,a5b6w4,15
0x1205d,DAG KISIM5 TIMES GI,Neo Assyrian,a7b5c4w2,18
0x1205e,DAG KISIM5 TIMES GIR2,Neo Assyrian,a8b6c1w2,17
0x1205f,DAG KISIM5 TIMES GUD,Neo Assyrian,a6b6c2w2,16
0x12168,KA TIMES GIR2,Neo Assyrian,a5b7c1,13
0x12178,KA TIMES MI,Neo Assyrian,a2b9w1,12
0x1217a,KA TIMES NE,Neo Assyrian,a3b9c4,16
0x1217c,KA TIMES PI,Neo Assyrian,a3b6c2,11
0x1217f,KA TIMES SAR,Neo Assyrian,a4b13,17
0x121fe,LU2 TIMES AL,Neo Assyrian,a5b10w1,16
0x12204,LU2 TIMES IM,Neo Assyrian,a5b8c4,17
0x12203,LU2 TIMES HI TIMES BAD,Neo Assyrian,a3b7c6,16
0x12206,LU2 TIMES KAD3,Neo Assyrian,a6b8c4,18
0x12208,LU2 TIMES KI,Neo Assyrian,a5b11w1,17
0x1220c,LU2 TIMES NE,Neo Assyrian,a4b11c4,19
0x1220f,LU2 TIMES SIK2 PLUS BU,Neo Assyrian,a6b15c6,27
0x12212,LU2 CROSSING LU2,Neo Assyrian,a6b14,20
0x12219,LUGAL OPPOSING LUGAL,Neo Assyrian,a6b18,24
0x1221c,LUL,Neo Assyrian,a1b6,7
0x1230a,TUR OVER TUR ZA OVER ZA,Neo Assyrian,a10b10,20
0x12312,UB,Neo Assyrian,a1b4c2,7
0x12097,EN,Old Assyrian,a3b5w4,12
0x12309,TUR,Old Assyrian,a1b6,7
0x120f2,GAL,Old Assyrian,a1b6,7
0x120ab,EZEN TIMES IGI GUNU,Akkadian,a5b11w1,17
0x120c3,GA2 TIMES DA,Akkadian,a5b10w1,16
0x12263,NUN,Akkadian,a5b1,6
0x122c2,SHESHLAM,Akkadian,a4b1c1,6
0x121d2,LAGAB TIMES KUL,Akkadian,a2b4w3,9
0x1232b,UR2,Akkadian,a2b4c2,8
,AD Variant Form,Neo-Babylonian,a1b6,7
0x122c7,SHIM TIMES A,Neo-Babylonian,a5b4w3,12
0x1201c,AD,Neo-Babylonian,a1b6,7
0x122c6,SHIM,Neo-Babylonian,a2b4w3,9
0x122cb,SHIM TIMES GAR,Neo-Babylonian,a5b4w3,12
0x12014,AB TIMES U PLUS U PLUS U,Old Babylonian,a1b4c2,7
0x12048,BARA2,Old Babylonian,a1b6,7
0x12087,DUN3 GUNU GUNU,Old Babylonian,a1b6,7
0x1203f,ASHGAB,Neo-Babylonian,a4b1c1,6
0x12318,UD TIMES U PLUS U PLUS U GUNU,Old Babylonian,a2b4c2,8
0x12324,UMUM TIMES KASKAL,Old Babylonian,a3b6c2,11
0x1211b,GU2 TIMES NUN,Neo-Babylonian,a5b4w3,12
0x1211b,GU2 TIMES NUN,Neo-Babylonian,a6b4w3,13
0x12014,AB TIMES U PLUS U PLUS U,Old Babylonian,a3b6c2,11
0x12015,AB GUNU,Old Babylonian,a3b6c2,11
0x12032,ANSHE,Old Babylonian,a3b7c6,16
0x12248,NE,Old Babylonian,a3b6c2w1,12
0x12263,NUN,Old Babylonian,a5b1,6
0x12014,AB TIMES U PLUS U PLUS U,Neo-Babylonian,a2b4w3,9
0x121b7,LA,Middle Hittite,a1b6,7
0x12082,DUGUD,Neo-Babylonian,b5w1,6
0x122c6,SHIM,Middle Hittite,a2b4w3,9
0x122cb,SHIM TIMES GAR,Middle Hittite,a6b4w3,13
0x12222,MA GUNU,Neo-Babylonian,a1b6,7
0x12309,TUR,Neo-Babylonian,a1b6,7
0x1201c,AD,Middle Hittite,a1b6,7
0x120a6,EZEN TIMES BAD,Neo-Assyrian,a2b9w1,12
0x12014,AB TIMES U PLUS U PLUS U,Middle Hittite,a2b4w3,9
0x12082,DUGUD,Middle Hittite,b5w1,6
0x12222,MA GUNU,Middle Hittite,a1b6,7
0x12253,NINDA2 TIMES AN,Middle Hittite,a1b6,7
0x12263,NUN,Middle Hittite,a5b1,6
0x12318,UD TIMES U PLUS U PLUS U GUNU,Middle Hittite,a2b4w3,9
,form LA,Middle Hittite,a1b6,7
,form LAGAR GUNU,Middle Hittite,a1b6,7
,form AD,Middle Hittite,a1b6,7
0x12263,NUN,Middle Hittite,a5b1,6
0x12309,TUR,Middle Hittite,a1b6,7
0x1213e,HUL2,Middle Hittite,a4b1c1,6
0x12134,HI TIMES NUN,Neo-Babylonian,a4b1w4,9
0x12135,HI TIMES SHE,Neo-Babylonian,c3w5,8
0x121b2,KUN,Neo-Babylonian,a5b2w4,11
,KUL Variant Form,Neo-Babylonian,b1w3,4
,TAG Variant Form,Neo-Babylonian,b3c1d1,5
,SUD Variant Form,Neo-Babylonian,a4b1w4,9
0x121a7,KISH,Neo-Babylonian,a3b2c1w2,8
0x122b7,SHA6,Neo-Babylonian,a5b3c1,9
0x12096,EL,Neo-Babylonian,a3b3w2,8
0x1212e,HI TIMES ASH,Neo-Babylonian,b1c3w1,5
0x1235a,UZ3,Neo-Babylonian,a4b3c1w1,9
0x120fe,GESHTIN,Neo-Babylonian,a1b2d1w2,6
0x120fc,GAR3,Neo-Babylonian,a2b4c1w3,10
0x122e4,SUD,Neo-Babylonian,a4b1w4,9
0x12103,GI CROSSING GI,Neo-Babylonian,a4b1c4d1w1,11
0x1209e,EREN,Neo-Babylonian,a6b2c1,9
,SHUBUR Variant Form,Neo-Babylonian,a4b3c1w3,11
0x1202c,AMAR TIMES SHE,Neo-Babylonian,b2w7,9
0x1210b,GIR3 TIMES A PLUS IGI,Neo-Babylonian,a4b6c1w1,12
0x12117,GU CROSSING GU,Neo-Babylonian,b1c9,10
0x12126,GUR7,Neo-Babylonian,a6b3c1w1,11
0x12084,DUN,Neo-Babylonian,a5b2w2,9
0x12081,DUG,Neo-Babylonian,a5b2w2,9
0x12104,GI4,Neo-Babylonian,a2b5c4d1,12
0x12098,EN TIMES GAN2,Neo-Babylonian,a5b2w5,12
0x12314,UD KUSHU2,Neo-Babylonian,a4b1w5,10
0x12215,LU2 SHESHIG,Neo-Babylonian,b1c5,6
0x12364,ZI OVER ZI,Neo-Babylonian,a4b2w6,12
0x12290,RAB,Neo-Babylonian,b4d1w3,8
0x12107,GIDIM,Neo-Babylonian,a5b2c3w1,11
0x12334,UR4,Neo-Babylonian,a3b1c1,5
0x1207d,DU SHESHIG,Neo-Babylonian,a1b3w5,9
0x1205b,DAG KISIM5 TIMES GA,Neo-Babylonian,a7b4c1d1w4,17
0x120ab,EZEN TIMES IGI GUNU,Neo-Babylonian,a4b11w1,16
0x120ae,EZEN TIMES KU3,Neo-Babylonian,a7b6w1,14
0x120cc,GA2 TIMES GAR,Neo-Babylonian,a7b2,9
0x120de,GA2 TIMES ME PLUS EN,Neo-Babylonian,a6b2w4,12
0x121a7,KISH,Old Babylonian,b2c1w2,5
0x121ad,KU4,Old Babylonian,a1b3w4,8
0x121b0,KUL,Old Babylonian,b1w3,4
0x121d2,LAGAB TIMES KUL,Old Babylonian,a2b3w4,9
0x121f7,LI,Old Babylonian,a1b3w6,10
0x121fd,LU2,Old Babylonian,c3d1,4
0x122ac,SAR,Old Babylonian,a1b2w6,9
0x122b7,SHA6,Old Babylonian,a8b6w1,15
0x122cb,SHIM TIMES GAR,Old Babylonian,a9b4c2,15
0x122d2,SHINIG,Old Babylonian,a1c4w6,11
0x122d3,SHIR,Old Babylonian,b3c2w1,6
0x122e4,SUD,Old Babylonian,a3c4w1,8
0x122e7,SUM,Old Babylonian,a2w3,5
0x1200f,AB TIMES HA,Old Babylonian,a5b2c2w2,11
0x1202c,AMAR TIMES SHE,Old Babylonian,b2w7,9
0x1203f,ASHGAB,Old Babylonian,a4c2,6
0x1207d,DU SHESHIG,Old Babylonian,a1b3w5,9
0x120f8,GAN2 TENU,Neo-Babylonian,a4c2,6
0x120fc,GAR3,Neo-Babylonian,a2b4c1w3,10
0x1228c,PIRIG TIMES UD,Old Babylonian,b2c1w2,5
0x12009,A2,Old Babylonian,a1b3w4,8
0x12084,DUN,Old Babylonian,a5b2w5,12
0x12165,KA TIMES GAR,Old Babylonian,a6b3c1w1,11
0x12305,TU,Old Babylonian,a1b3w4,8
0x12334,UR4,Old Babylonian,a3b1c1,5
0x12364,ZI OVER ZI,Old Babylonian,a4b2w6,12
0x1210a,GIR3,Neo-Babylonian,b2c1w2,5
0x1212f,HI TIMES ASH2,Neo-Babylonian,a1b3w4,8
0x121b0,KUL,Old Babylonian,b1w3,4
0x12155,IR,Old Babylonian,a4c2,6
0x1234d,URU TIMES UD,Neo-Babylonian,a3b3w2,8
0x1234d,URU TIMES UD,Neo-Babylonian,a3b3w2,8
0x120cc,GA2 TIMES GAR,Middle Hittite,a7b2,9
0x12081,DUG,Neo-Babylonian,a5b2w2,9
0x12096,EL,Neo-Babylonian,a3b3w2,8
0x12104,GI4,Neo-Babylonian,a2b5c4d1,12
0x12145,IG,Neo-Babylonian,a2b1w3,6
0x1202c,AMAR TIMES SHE,Middle Hittite,b2w7,9
0x12334,UR4,Neo-Babylonian,a3b1c1,5
0x12342,URU TIMES IGI,Neo-Babylonian,a3b3w2,8
0x1224d,NI TIMES E,Middle Hittite,a5b3c1,9
0x120cc,GA2 TIMES GAR,Neo-Assyrian,a7b2,9
0x120f8,GAN2 TENU,Neo-Assyrian,a4c2,6
0x120ff,GESHTIN TIMES KUR,Neo-Assyrian,a1b3w5,9
0x121b5,KUSHU2,Neo-Assyrian,a2b1w3,6
0x12134,HI TIMES NUN,Middle Hittite,b1w3,4
0x12250,NIM TIMES GAN2 TENU,Middle Hittite,a5b2c2w2,11
0x12282,PI TIMES BI,Middle Hittite,a1b3w4,8
0x12283,PI TIMES BU,Middle Hittite,a1b2w6,9
,form KUL,Middle Hittite,b1w3,4
0x1210a,GIR3,Middle Hittite,b2c1w2,5
0x12134,HI TIMES NUN,Middle Hittite,b1w3,4
0x12145,IG,Middle Hittite,a2b1w3,6
0x12009,A2,Middle Hittite,a1b3w4,8
0x12359,UTUKI,Akkadian,a4b2c2d1w1,10
0x12358,USHUMX,Akkadian,a6b2c1d1w1,11
0x122a7,SAG OVER SAG,Akkadian,a4b4c2d2,12
0x12335,URI,Akkadian,a6b8d2,16
0x1230f,U OVER U SUR OVER SUR,Akkadian,a6b2d2w2,12
0x122bc,SHE OVER SHE GAD OVER GAD GAR OVER GAR,Akkadian,a8c2d4w20,34
0x12200,LU2 TIMES ESH2,Akkadian,a6b7c3,16
0x120f3,GAL GAD OVER GAD GAR OVER GAR,Akkadian,a9b5c2d4,20
0x121ab,KU OVER HI TIMES ASH2 KU OVER HI TIMES ASH2,Akkadian,a6b14c4d4,28
0x12215,LU2 SHESHIG,Akkadian,a4c3d1w4,12
0x12269,NUN TENU,Akkadian,c1d5,6
0x12098,EN TIMES GAN2,Akkadian,a9b7w2,18
0x12190,KAD2,Akkadian,a1b1c1w1,4
0x12420,three GESHU,Akkadian,a3w3,6
0x12421,four GESHU,Akkadian,a4w4,8
0x12422,five GESHU,Akkadian,a5w5,10
0x12436,three BURU,Akkadian,c6d6w3,15
0x12437,three BURU variant form,Akkadian,c6d6w3,15
0x12438,four BURU,Akkadian,c8d8w4,20
0x12439,five BURU,Akkadian,c10d10w5,25
0x1242f,three SHARU variant form,Akkadian,c6d6w3,15
0x1242a,eight SHAR2,Akkadian,c16d16,32
0x1242b,nine SHAR2,Akkadian,c18d18,36
0x1227d,PAP,Akkadian,c1d1,2
0x12427,five SHAR2,Akkadian,c10d10,20
0x12428,six SHAR2,Akkadian,c12d12,24
0x12429,seven SHAR2,Akkadian,c14d14,28
0x1241f,two GESHU,Akkadian,a2w2,4
0x1241e,one GESHU,Akkadian,a1w1,2
0x12361,ZAMX,Akkadian,b1c1d2w2,6
0x12426,four SHAR2,Akkadian,c8d8,16
0x12430,four SHARU,Akkadian,c8d8w4,20
0x12431,five SHARU,Akkadian,c10d10w5,25
0x1227c,PAN,Neo-Babylonian,b3w2,5
0x1227b,PAD,Neo-Babylonian,a3w1,4
0x121e1,LAGAB TIMES SUM,Neo-Babylonian,a4b2w5,11
0x122c1,SHESH2,Neo-Babylonian,a4b3c1w2,10
0x121fd,LU2,Neo-Babylonian,b1c3,4
,LUL Variant Form,Neo-Babylonian,a1b1c5w1,8
0x12097,EN,Neo-Babylonian,a2b1w2,5
0x121b0,KUL,Neo-Babylonian,b1d1w2,4
0x121a6,KISAL,Neo-Babylonian,a1b4w1,6
0x12217,LUGAL,Neo-Babylonian,b2c3d1,6
0x12224,MAH,Neo-Babylonian,a2b3w3,8
0x12145,IG,Neo-Babylonian,a2c4,6
0x12307,TUK,Neo-Babylonian,a2b1c1,4
0x122bb,SHE HU,Neo-Babylonian,a2b1w5,8
0x122af,SHA3 TIMES A,Neo-Babylonian,a6w3,9
0x122ae,SHA3,Neo-Babylonian,a3w3,6
0x1210a,GIR3,Neo-Babylonian,b4c1w2,7
0x1228d,PIRIG TIMES ZA,Neo-Babylonian,a4b3c1w2,10
0x12244,NAGAR,Neo-Babylonian,a2b1w3,6
0x12232,MUSH,Neo-Babylonian,a1b1w5,7
0x122e0,SIK2,Neo-Babylonian,a2b1c1,4
0x121d2,LAGAB TIMES KUL,Neo-Babylonian,a2b3w3,8
0x121fa,LISH,Old Babylonian,a1w1,2
0x122ae,SHA3,Old Babylonian,a3w3,6
0x122bb,SHE HU,Old Babylonian,a2b1w5,8
0x122d9,SHU2,Old Babylonian,a1w1,2
0x1209f,ERIN2,Old Babylonian,a2w2,4
0x121a6,KISAL,Neo-Babylonian,a1b4w1,6
0x1232b,UR2,Old Babylonian,a1b4w1,6
0x1234f,URUDA,Old Babylonian,a1b4w1,6
0x121fa,LISH,Neo-Babylonian,a1w1,2
0x12097,EN,Old Babylonian,a2b1w2,5
0x122d9,SHU2,Neo-Babylonian,a1w1,2
0x12314,UD KUSHU2,Old Babylonian,a2b1w5,8
0x1224c,NI,Neo-Babylonian,a2b1c1,4
0x1224c,NI,Neo-Babylonian,a2b1c1,4
0x122fc,TE,Old Babylonian,a2c4,6
0x1227d,PAP,Neo-Babylonian,c1d1,2
0x1228d,PIRIG TIMES ZA,Neo-Babylonian,a4b3c1w2,10
,DUL,Neo-Babylonian,a1b4w1,6
0x12292,RU,Old Babylonian,a2b1w3,6
0x1241e,ONE GESHU,Neo-Babylonian,a1w1,2
0x12074,DIM,Neo-Babylonian,b3w2,5
0x120fb,GAR,Middle Hittite,a3w1,4
0x121fa,LISH,Middle Hittite,a1w1,2
0x122ae,SHA3,Middle Hittite,a3w3,6
0x122bb,SHE HU,Middle Hittite,a2b1w5,8
0x12097,EN,Neo-Babylonian,a2b1w2,5
0x1207d,DU SHESHIG,Middle Hittite,a2b3w3,8
0x1209f,ERIN2,Middle Hittite,a2w2,4
0x1234f,URUDA,Middle Hittite,a1b4w1,6
0x12055,DA,Middle Hittite,a1b4w1,6
0x121b8,LAGAB,Neo-Assyrian,a2w2,4
0x12119,GU2 TIMES KAK,Middle Hittite,a2b3w3,8
0x12227,MASH2,Middle Hittite,a1b1w5,7
,form SHA3,Middle Hittite,a3w3,6
0x121d2,LAGAB TIMES KUL,Neo-Assyrian,a2b3w3,8
0x1224c,NI,Middle Hittite,a2b1c1,4
0x122bb,SHE HU,Middle Hittite,a2b1w5,8
0x12097,EN,Middle Hittite,a2b1w2,5
0x12187,KA TIMES U,Neo Assyrian,a2b5c1,8
0x12279,NUNUZ KISIM5 TIMES BI U,Neo Assyrian,a2b4c6w4,16
0x12281,PI TIMES AB,Neo Assyrian,a2b5c2,9
0x12052,BULUG OVER BULUG,Neo Assyrian,a2b4c4w2,12
0x121ef,LAGAR GUNU,Neo Assyrian,a2b4w1,7
0x12432,SHAR2 TIMES GAL PLUS DISH,Neo Assyrian,a2b4c2d2,10
0x1200b,AB TIMES ASH2,Neo Assyrian,a2b5c1d1,9
0x1206e,DAM,Neo Assyrian,a2b5c2,9
0x1201d,AK,Neo Assyrian,a2b5,7
0x12104,GI4,Neo Assyrian,a2b4c4,10
0x121a0,KI,Neo Assyrian,a2b4w1,7
0x12157,KA,Neo Assyrian,a2b5,7
0x121a2,KI TIMES U,Neo Assyrian,a2b4w2,8
0x121a1,KI TIMES BAD,Neo Assyrian,a2b5w2,9
0x1211d,GU2 GUNU,Neo Assyrian,a2b5c4,11
0x121c1,LAGAB TIMES BI,Neo Assyrian,a2b4w2,8
0x12323,UMUM,Neo Assyrian,a2b5w7,14
0x1232b,UR2,Neo Assyrian,a2b4w1,7
0x1228f,RA,Neo Assyrian,a2b5,7
0x122ad,SHA,Neo Assyrian,a2b4w1,7
0x12362,ZE2,Neo Assyrian,a2b5,7
0x12224,MAH,Neo Assyrian,a2b5c2,9
0x12055,DA,Neo Assyrian,a2b4w1,7
0x12181,KA TIMES SHE,Neo Assyrian,a2b5c4,11
,ISZ,Old Assyrian,a2b4w1,7
0x122ad,SHA,Old Assyrian,a2b4w2,8
,SZE3,Old Assyrian,a2b5,7
0x1201e,AK TIMES ERIN2,Akkadian,a2b4c2d2,10
,GUR8,Akkadian,a2b4c2d2,10
0x1200b,AB TIMES ASH2,Akkadian,a2b5c1d1,9
0x12281,PI TIMES AB,Akkadian,a2b5w2,9
0x12156,ISH,Akkadian,a2b4w1,7
0x12122,GUL,Akkadian,a2b4w2,8
0x12375,DISH PLUS SHU,Akkadian,a2b5,7
0x1228f,RA,Neo-Babylonian,a2b5,7
0x121c9,LAGAB TIMES HAL,Neo-Babylonian,a2b4,6
0x122ad,SHA,Neo-Babylonian,a2b4w2,8
0x1231d,UM,Neo-Babylonian,a2b4,6
0x12122,GUL,Neo-Babylonian,a2b4w2,8
0x122e2,SU,Neo-Babylonian,a2b4,6
,SU Variant Form,Neo-Babylonian,a2b4,6
0x1215c,KA TIMES BAD,Neo-Babylonian,a2b5w2,9
0x1234f,URUDA,Neo-Babylonian,a2b4w1,7
0x120a0,ESH2,Neo-Babylonian,a2b4,6
0x121ac,KU3,Old Babylonian,a2b4,6
0x121c6,LAGAB TIMES GUD,Old Babylonian,a2b5,7
0x122dc,SI GUNU,Old Babylonian,a2b5,7
0x122e2,SU,Old Babylonian,a2b4,6
0x1213e,HUL2,Old Babylonian,a2b4w2,8
0x121a0,KI,Neo-Babylonian,a2b4w1,7
0x1227e,PESH2,Old Babylonian,a2b4c4,10
0x1228f,RA,Old Babylonian,a2b5,7
0x121aa,KU,Neo-Babylonian,a2b4,6
0x121ef,LAGAR GUNU,Neo-Babylonian,a2b4,6
0x12086,DUN3 GUNU,Old Babylonian,a2b4,6
0x12104,GI4,Old Babylonian,a2b5c4,11
0x1201d,AK,Neo-Babylonian,a2b5,7
0x12157,KA,Old Babylonian,a2b4w1,7
0x1202e,AN OVER AN,Neo-Babylonian,a2b4,6
0x1206f,DAR,Neo-Babylonian,a2b4w1,7
0x12224,MAH,Old Babylonian,a2b4w2,8
0x1228f,RA,Neo-Babylonian,a2b4w1,7
,UDAR,Neo-Babylonian,a2b5w2,9
0x1232b,UR2,Neo-Babylonian,a2b4w1,7
0x12156,ISH,Old Babylonian,a2b4w1,7
0x12306,TUG2,Old Babylonian,a2b4,6
0x12033,APIN,Neo-Babylonian,a2b4,6
0x121a5,KIN,Middle Hittite,a2b4w1,7
0x12089,DUR2,Neo-Babylonian,a2b4,6
0x12157,KA,Neo-Babylonian,a2b4w1,7
0x12157,KA,Neo-Babylonian,a2b4w1,7
0x122e2,SU,Middle Hittite,a2b4,6
0x12247,NAM2,Neo-Babylonian,a2b4,6
0x1202e,AN OVER AN,Middle Hittite,a2b4,6
0x12365,ZI3,Neo-Babylonian,a2b4,6
0x1226d,NUNUZ,Middle Hittite,a2b4w2,8
0x1228f,RA,Middle Hittite,a2b5,7
0x120a0,ESH2,Neo-Assyrian,a2b4,6
0x1232b,UR2,Middle Hittite,a2b4w1,7
0x121a0,KI,Neo-Assyrian,a2b4w1,7
0x121a1,KI TIMES BAD,Neo-Assyrian,a2b5w2,9
0x12056,DAG,Middle Hittite,a2b4,6
0x121aa,KU,Neo-Assyrian,a2b4,6
0x12157,KA,Middle Hittite,a2b4w1,7
0x12187,KA TIMES U,Middle Hittite,a2b4w2,8
0x12224,MAH,Middle Hittite,a2b4w2,8
0x12281,PI TIMES AB,Middle Hittite,a2b5w2,9
0x12324,UMUM TIMES KASKAL,Middle Hittite,a2b4w2,8
0x121c1,LAGAB TIMES BI,Neo-Assyrian,a2b4w2,8
0x121c9,LAGAB TIMES HAL,Neo-Assyrian,a2b4,6
,form SU,Middle Hittite,a2b4,6
,form AK,Middle Hittite,a2b4,6
0x1232b,UR2,Middle Hittite,a2b4w1,7
0x12157,KA,Middle Hittite,a2b4w1,7
0x12240,NAGA,Middle Hittite,a2b4c4,10
0x12224,MAH,Middle Hittite,a2b4w2,8
0x12240,NAGA,Middle Hittite,a2b4c4,10
0x12304,TIR OVER TIR GAD OVER GAD GAR OVER GAR,Neo Assyrian,a26b6c10,42
0x1230b,U,Neo Assyrian,w1,1
0x12313,UD,Neo Assyrian,a1c2,3
0x12314,UD KUSHU2,Neo Assyrian,a3b1c4w1,9
0x12316,UD TIMES MI,Neo Assyrian,a1b4c2w1,8
0x12318,UD TIMES U PLUS U PLUS U GUNU,Neo Assyrian,a2b5w4,11
0x1231c,UDUG,Neo Assyrian,a5b5c1w1,12
0x120b2,EZEN TIMES LU,Neo Assyrian,a5b11,16
0x120b1,EZEN TIMES LI,Neo Assyrian,a4b14w1,19
0x120b3,EZEN TIMES U2,Neo Assyrian,a5b11,16
0x120b6,GA GUNU,Neo Assyrian,a6b4c1d1,12
0x12041,BAD,Old Assyrian,b1w1,2
0x122d3,SHIR,Old Assyrian,b3w3,6
0x12246,NAM,Old Assyrian,a3b1w9,13
0x12363,ZI,Old Assyrian,a2b1w6,9
0x12100,GI,Old Assyrian,a2b1c4d2,9
0x12074,DIM,Old Assyrian,a2b1c1d1w1,6
,LAL3,Old Assyrian,a2b2c3d3,10
0x1206f,DAR,Old Assyrian,a3b6c1,10
0x12295,SAG,Old Assyrian,a3b2c1d1,7
