face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P358620_obverse,obverse,12,12,0,0.417,0.39,59,0.026,0.593
P359072_obverse,obverse,17,17,0,0.176,0.636,11,0.033,0.593
P359145_reverse,reverse,14,14,0,0.357,0.453,53,0.03,0.593
P359153_obverse,obverse,11,11,0,0.455,0.36,25,0.037,0.593
P359183_obverse,obverse,10,10,0,0.4,0.419,31,0.04,0.593
P359298_obverse,obverse,9,9,0,0.444,0.375,40,0.04,0.593
P359969_reverse,reverse,16,16,0,0.5,0.324,37,0.046,0.593
P361696_reverse,reverse,12,12,0,0.333,0.489,45,0.042,0.593
P389600_reverse,reverse,6,,,0.5,0.357,14,0.078,0.593
P260348_obverse,obverse,6,6,0,0.5,0.312,16,0.029,0.594
P357337_obverse,obverse,10,10,0,0.4,0.452,31,0.068,0.594
P357640_reverse,reverse,16,16,0,0.562,0.25,100,0.031,0.594
P358518_obverse,obverse,12,12,0,0.417,0.39,59,0.023,0.594
P358602_reverse,reverse,9,9,0,0.444,0.37,27,0.033,0.594
P389668_reverse,reverse,6,,,0.5,0.364,11,0.083,0.594
P357778_left,left,4,4,0,0.25,0.545,33,0.009,0.595
P357914_reverse,reverse,7,7,0,0.429,0.375,8,0.019,0.595
P358248_reverse,reverse,11,11,0,0.636,0.194,36,0.045,0.595
P359111_obverse,obverse,13,13,0,0.538,0.297,74,0.051,0.595
P260379_reverse,reverse,16,16,0,0.5,0.333,60,0.044,0.596
P333895_obverse,obverse,11,11,0,0.545,0.273,55,0.03,0.596
P333908_obverse,obverse,21,21,0,0.476,0.405,74,0.095,0.596
P333924_obverse,obverse,13,13,0,0.385,0.439,57,0.036,0.596
P358250_obverse,obverse,9,9,0,0.556,0.286,21,0.054,0.596
P359054_obverse,obverse,26,26,0,0.423,0.4,100,0.036,0.596
P359114_obverse,obverse,11,11,0,0.545,0.308,52,0.065,0.596
P389621_reverse,reverse,5,,,,,0,0.404,0.596
P389643_reverse,reverse,6,,,,,0,0.404,0.596
P357630_obverse,obverse,14,14,0,0.429,0.418,67,0.056,0.597
P357829_obverse,obverse,15,15,0,0.467,0.373,59,0.05,0.597
P359110_obverse,obverse,9,9,0,0.222,,4,0.028,0.597
P361085_reverse,reverse,7,,,0.857,0.238,21,0.303,0.597
P368476_obverse,obverse,11,,,0.636,0.203,64,0.049,0.597
P357819_left,left,3,3,0,0.333,0.464,28,0.005,0.598
P358323_reverse,reverse,8,8,0,0.25,0.6,5,0.056,0.598
P359252_obverse,obverse,10,10,0,0.4,0.419,43,0.025,0.598
P359947_obverse,obverse,9,9,0,0.222,,3,0.026,0.598
P333943_reverse,reverse,16,16,0,0.375,0.439,57,0.016,0.599
P357520_reverse,reverse,10,10,0,0.6,0.263,38,0.067,0.599
P357771_obverse,obverse,8,8,0,0.25,,2,0.051,0.599
P357933_obverse,obverse,9,9,0,0.556,0.306,36,0.064,0.599
P357962_reverse,reverse,6,,,,,1,0.401,0.599
P359070_obverse,obverse,22,22,0,0.455,0.39,100,0.048,0.599
P361104_reverse,reverse,13,13,0,0.462,0.4,50,0.064,0.599
P361171_obverse,obverse,17,17,0,0.529,0.308,65,0.041,0.599
P357400_reverse,reverse,9,9,0,0.444,0.412,34,0.057,0.6
P357620_obverse,obverse,15,15,0,0.467,0.42,50,0.085,0.6
P358415_reverse,reverse,11,11,0,0.455,0.371,62,0.025,0.6
P359281_reverse,reverse,16,16,0,0.312,0.526,19,0.04,0.6
P359937_obverse,obverse,11,11,0,0.364,0.476,42,0.04,0.6
P361135_obverse,obverse,15,15,0,0.533,0.3,70,0.034,0.6
P389638_obverse,obverse,8,,,0.5,0.471,17,0.17,0.6
P357742_obverse,obverse,11,11,0,0.364,0.5,32,0.06,0.601
P358191_obverse,obverse,12,12,0,0.417,0.439,57,0.053,0.601
P359166_reverse,reverse,8,8,0,0.5,0.35,20,0.046,0.601
P360985_reverse,reverse,17,17,0,0.235,0.63,27,0.061,0.601
P361131_left,left,3,3,0,0.333,0.5,6,0.03,0.601
P361174_obverse,obverse,5,5,0,0.6,0.222,9,0.019,0.601
P389586_reverse,reverse,7,,,0.286,,3,0.084,0.601
P389632_obverse,obverse,9,,,0.444,0.395,43,0.037,0.601
P390561_obverse,obverse,9,9,0,0.222,0.625,16,0.045,0.601
P390564_reverse,reverse,31,31,0,0.484,0.36,100,0.042,0.601
P423549_reverse,reverse,9,,,0.667,0.229,48,0.092,0.601
P357525_obverse,obverse,18,18,0,0.333,0.53,66,0.059,0.602
P357591_reverse,reverse,8,8,0,0.5,0.333,33,0.026,0.602
P357741_reverse,reverse,5,,,,,0,0.398,0.602
P358699_left,left,3,3,0,0.333,0.5,12,0.026,0.602
P359277_reverse,reverse,17,17,0,0.412,0.425,73,0.029,0.602
P359299_obverse,obverse,10,10,0,0.5,0.379,29,0.072,0.602
P272901_obverse,obverse,13,13,0,0.385,0.463,95,0.037,0.603
P357350_left,left,5,5,0,0.2,0.632,19,0.022,0.603
P357651_obverse,obverse,17,17,0,0.471,0.394,66,0.055,0.603
P359081_obverse,obverse,14,14,0,0.5,0.338,68,0.03,0.603
P359109_obverse,obverse,12,12,0,0.417,0.458,48,0.067,0.603
P359116_reverse,reverse,11,11,0,0.364,0.467,30,0.022,0.603
P359135_obverse,obverse,15,15,0,0.333,0.5,24,0.023,0.603
P333936_reverse,reverse,13,13,0,0.462,0.386,44,0.035,0.604
P357747_obverse,obverse,9,9,0,0.444,0.458,24,0.092,0.604
P357830_obverse,obverse,17,17,0,0.294,0.545,22,0.028,0.604
P358186_obverse,obverse,13,13,0,0.462,0.389,72,0.038,0.604
P358259_left,left,4,4,0,0.25,0.571,14,0.011,0.604
P358319_obverse,obverse,11,11,0,0.455,0.421,19,0.065,0.604
P359109_reverse,reverse,14,14,0,0.429,0.423,52,0.041,0.604
P359245_obverse,obverse,10,10,0,0.5,0.348,23,0.036,0.604
P359257_obverse,obverse,9,9,0,0.222,,4,0.015,0.604
P361154_reverse,reverse,10,10,0,0.5,0.333,54,0.022,0.604
P390563_obverse,obverse,10,10,0,0.6,0.278,18,0.066,0.604
P357519_obverse,obverse,10,10,0,0.3,0.588,17,0.073,0.605
P357726_reverse,reverse,6,6,0,0.5,0.367,30,0.052,0.605
P358587_obverse,obverse,10,10,0,0.4,0.446,56,0.031,0.605
P358595_obverse,obverse,17,17,0,0.588,0.31,100,0.084,0.605
P358601_obverse,obverse,15,15,0,0.467,0.408,76,0.061,0.605
P359315_obverse,obverse,12,12,0,0.333,0.519,54,0.036,0.605
P361563_reverse,reverse,12,12,0,0.333,0.525,40,0.045,0.605
P357358_reverse,reverse,16,16,0,0.5,0.387,62,0.069,0.606
P357510_reverse,reverse,8,8,0,0.5,0.36,25,0.041,0.606
P358718_obverse,obverse,13,13,0,0.462,0.385,39,0.028,0.606
P359313_obverse,obverse,12,12,0,0.417,0.452,73,0.05,0.606
P359352_reverse,reverse,9,9,0,0.556,0.312,16,0.049,0.606
P359938_reverse,reverse,16,16,0,0.375,0.488,41,0.045,0.606
P361633_reverse,reverse,9,9,0,0.444,0.4,5,0.025,0.606
P260358_obverse,obverse,9,9,0,0.444,0.421,19,0.046,0.607
P357430_reverse,reverse,19,19,0,0.421,0.46,100,0.061,0.607
P357518_obverse,obverse,12,12,0,0.583,0.326,43,0.088,0.607
P357665_obverse,obverse,25,25,0,0.48,0.42,100,0.078,0.607
P357772_obverse,obverse,11,11,0,0.455,0.426,61,0.06,0.607
P358244_reverse,reverse,13,13,0,0.462,0.405,37,0.045,0.607
P358470_obverse,obverse,13,13,0,0.231,0.625,16,0.035,0.607
P358724_obverse,obverse,18,18,0,0.389,0.455,44,0.024,0.607
P359067_obverse,obverse,17,17,0,0.412,0.439,82,0.03,0.607
P359077_obverse,obverse,15,15,0,0.4,0.457,70,0.035,0.607
P359297_obverse,obverse,17,17,0,0.471,0.4,100,0.05,0.607
P357496_reverse,reverse,9,9,0,0.556,0.314,35,0.045,0.608
P357667_reverse,reverse,13,13,0,0.462,0.422,64,0.06,0.608
P358252_obverse,obverse,7,7,0,0.429,0.429,35,0.033,0.608
P358267_obverse,obverse,4,4,0,0.25,,3,0.034,0.608
P359151_reverse,reverse,13,13,0,0.154,0.7,10,0.031,0.608
P359153_reverse,reverse,12,12,0,0.417,0.434,53,0.027,0.608
P361193_obverse,obverse,8,8,0,0.625,0.222,9,0.025,0.608
P260375_left,left,3,3,0,0.333,0.5,8,0.005,0.609
P261873_obverse,obverse,15,15,0,0.333,0.543,35,0.049,0.609
P332204_obverse,obverse,8,8,0,0.625,0.258,31,0.055,0.609
P357390_obverse,obverse,12,12,0,0.5,0.383,47,0.056,0.609
P358190_obverse,obverse,11,11,0,0.273,,4,0.056,0.609
P358511_left,left,3,3,0,0.333,0.5,10,0.008,0.609
P359075_reverse,reverse,18,18,0,0.5,0.354,79,0.029,0.609
P359188_obverse,obverse,8,8,0,0.5,0.371,35,0.044,0.609
P359972_obverse,obverse,19,19,0,0.368,0.49,51,0.032,0.609
P361105_obverse,obverse,14,14,0,0.571,0.345,84,0.09,0.609
P361119_reverse,reverse,19,19,0,0.526,0.39,100,0.09,0.609
P333905_obverse,obverse,16,16,0,0.375,0.5,30,0.045,0.61
P333943_obverse,obverse,14,14,0,0.714,0.167,54,0.052,0.61
P357366_left,left,5,5,0,0.4,0.455,11,0.025,0.61
P357368_reverse,reverse,7,7,0,0.571,0.281,32,0.024,0.61
P357611_reverse,reverse,9,9,0,0.444,0.45,20,0.065,0.61
P359245_reverse,reverse,11,11,0,0.455,0.414,29,0.039,0.61
P359318_obverse,obverse,17,17,0,0.412,0.457,70,0.04,0.61
P359394_reverse,reverse,4,4,0,0.25,,2,0.03,0.61
P361031_obverse,obverse,16,16,0,0.562,0.338,77,0.07,0.61
P260376_left,left,2,2,0,0.5,0.333,12,0.0,0.611
P333907_obverse,obverse,13,13,0,0.538,0.347,49,0.054,0.611
P357366_obverse,obverse,16,16,0,0.375,0.5,76,0.043,0.611
P357632_left,left,4,4,0,0.25,0.6,10,0.017,0.611
P357724_obverse,obverse,28,28,0,0.286,0.595,74,0.046,0.611
P357765_left,left,2,2,0,0.5,0.333,6,0.0,0.611
P357815_reverse,reverse,13,13,0,0.538,0.351,74,0.057,0.611
P357978_reverse,reverse,7,,,0.714,0.611,18,0.491,0.611
P359119_obverse,obverse,12,12,0,0.417,0.455,44,0.037,0.611
P359134_left,left,2,2,0,0.5,0.333,6,0.0,0.611
P359156_reverse,reverse,12,12,0,0.25,,4,0.028,0.611
P359163_obverse,obverse,10,10,0,0.5,0.353,34,0.019,0.611
P359189_obverse,obverse,11,11,0,0.364,0.486,35,0.016,0.611
P361053_reverse,reverse,19,19,0,0.474,0.4,100,0.041,0.611
P361145_obverse,obverse,9,9,0,0.222,0.625,8,0.014,0.611
P390559_obverse,obverse,11,11,0,0.273,,4,0.052,0.611
P250563_obverse,obverse,11,,,0.636,0.46,63,0.262,0.612
P290065_left,left,4,4,0,0.25,,3,0.026,0.612
P357400_left,left,4,4,0,0.25,,2,0.026,0.612
P357762_obverse,obverse,13,13,0,0.385,0.509,57,0.058,0.612
P358283_reverse,reverse,6,,,,,0,0.388,0.612
P358477_obverse,obverse,10,10,0,0.5,0.36,50,0.025,0.612
P359293_left,left,4,4,0,0.25,,4,0.026,0.612
P361106_obverse,obverse,10,10,0,0.7,0.185,27,0.049,0.612
P361308_obverse,obverse,15,15,0,0.533,0.362,80,0.06,0.612
P361613_reverse,reverse,15,15,0,0.467,0.429,56,0.058,0.612
P389644_obverse,obverse,10,,,0.5,0.5,22,0.165,0.612
P260384_obverse,obverse,8,8,0,0.25,,4,0.025,0.613
P357370_obverse,obverse,13,13,0,0.308,0.571,14,0.04,0.613
P357383_left,left,4,4,0,0.25,,3,0.024,0.613
P359150_reverse,reverse,19,19,0,0.263,0.621,29,0.045,0.613
P359321_obverse,obverse,13,13,0,0.538,0.348,69,0.047,0.613
P359330_reverse,reverse,10,10,0,0.4,0.478,23,0.038,0.613
P359966_reverse,reverse,14,14,0,0.286,0.593,27,0.039,0.613
P361131_reverse,reverse,26,26,0,0.538,0.338,74,0.037,0.613
P361301_left,left,5,5,0,0.8,0.067,15,0.028,0.613
P390566_reverse,reverse,17,17,0,0.412,0.5,48,0.074,0.613
P333888_reverse,reverse,17,17,0,0.471,0.41,100,0.038,0.614
P357500_left,left,4,4,0,0.25,,4,0.022,0.614
P361120_obverse,obverse,20,20,0,0.55,0.36,100,0.067,0.614
P361120_reverse,reverse,21,21,0,0.571,0.36,100,0.09,0.614
P389608_obverse,obverse,5,,,0.6,0.486,37,0.244,0.614
P389627_obverse,obverse,7,,,0.571,0.333,39,0.064,0.614
P390453_left,left,5,5,0,0.6,0.267,15,0.026,0.614
P261858_reverse,reverse,12,12,0,0.417,0.5,8,0.07,0.615
P357368_obverse,obverse,9,9,0,0.556,0.375,24,0.085,0.615
P357443_reverse,reverse,9,9,0,0.444,0.464,28,0.062,0.615
P357510_obverse,obverse,9,9,0,0.333,0.545,22,0.034,0.615
P357506_reverse,reverse,13,13,0,0.462,0.429,14,0.046,0.615
P357641_obverse,obverse,12,12,0,0.417,0.5,28,0.073,0.615
P358324_reverse,reverse,15,,,0.133,0.833,6,0.123,0.615
P358534_obverse,obverse,15,15,0,0.467,0.409,66,0.031,0.615
P359080_left,left,4,4,0,0.25,,3,0.02,0.615
P359124_reverse,reverse,12,12,0,0.417,0.459,61,0.029,0.615
P359140_obverse,obverse,11,11,0,0.364,0.5,46,0.019,0.615
P359266_reverse,reverse,9,9,0,0.444,0.429,7,0.029,0.615
P260369_reverse,reverse,8,,,,,0,0.384,0.616
P357354_left,left,5,5,0,0.2,0.676,34,0.027,0.616
P357628_obverse,obverse,20,20,0,0.4,0.5,72,0.053,0.616
P357758_reverse,reverse,15,15,0,0.333,0.565,23,0.051,0.616
P358488_reverse,reverse,12,12,0,0.5,0.375,64,0.027,0.616
P368425_reverse,reverse,15,15,0,0.4,0.508,59,0.06,0.616
P357437_reverse,reverse,6,,,0.667,0.263,19,0.078,0.617
P357684_reverse,reverse,13,13,0,0.462,0.44,25,0.05,0.617
P359250_obverse,obverse,12,12,0,0.333,0.556,18,0.038,0.617
P357723_obverse,obverse,13,13,0,0.615,0.324,37,0.086,0.618
P361052_obverse,obverse,8,8,0,0.5,0.409,22,0.054,0.618
P361170_obverse,obverse,9,9,0,0.333,0.55,20,0.029,0.618
P544386_reverse,reverse,9,,,0.556,0.342,73,0.045,0.618
P357511_reverse,reverse,17,17,0,0.588,0.31,100,0.04,0.619
P357621_obverse,obverse,6,6,0,0.5,0.379,29,0.022,0.619
P357700_left,left,4,4,0,0.25,,3,0.013,0.619
P357719_obverse,obverse,7,7,0,0.286,,3,0.048,0.619
P357732_reverse,reverse,14,14,0,0.429,0.491,55,0.063,0.619
P357750_reverse,reverse,10,10,0,0.4,0.471,17,0.015,0.619
P357831_obverse,obverse,12,12,0,0.5,0.426,47,0.069,0.619
P359164_reverse,reverse,11,11,0,0.455,0.417,36,0.015,0.619
P359177_obverse,obverse,11,11,0,0.455,0.44,50,0.038,0.619
P359200_reverse,reverse,10,10,0,0.4,0.5,36,0.044,0.619
P390570_reverse,reverse,12,12,0,0.5,0.429,42,0.073,0.619
P333895_reverse,reverse,12,12,0,0.5,0.411,56,0.051,0.62
P357497_left,left,5,5,0,0.4,0.483,29,0.021,0.62
P358247_reverse,reverse,9,9,0,0.444,0.462,26,0.045,0.62
P358322_obverse,obverse,12,12,0,0.417,0.475,40,0.031,0.62
P359069_reverse,reverse,16,16,0,0.562,0.37,92,0.071,0.62
P359251_obverse,obverse,11,11,0,0.455,0.431,51,0.026,0.62
P359263_obverse,obverse,9,9,0,0.667,0.238,21,0.044,0.62
P359269_obverse,obverse,10,10,0,0.4,0.5,12,0.041,0.62
P359939_right,right,4,4,0,0.25,,3,0.009,0.62
P360980_obverse,obverse,17,17,0,0.588,0.324,34,0.052,0.62
P360999_left,left,4,4,0,0.5,0.375,16,0.014,0.62
P361048_obverse,obverse,24,24,0,0.625,0.29,100,0.055,0.62
P361127_obverse,obverse,18,18,0,0.5,0.438,73,0.079,0.62
P361565_reverse,reverse,15,15,0,0.6,0.329,70,0.067,0.62
P357606_left,left,6,6,0,0.5,0.375,24,0.011,0.621
P357629_reverse,reverse,21,21,0,0.476,0.44,100,0.053,0.621
P357663_reverse,reverse,11,11,0,0.273,0.667,6,0.077,0.621
P357684_obverse,obverse,12,12,0,0.333,0.567,30,0.036,0.621
P357941_reverse,reverse,6,,,0.333,1.0,5,0.471,0.621
P357965_reverse,reverse,5,5,0,0.6,0.286,7,0.023,0.621
P358263_obverse,obverse,8,8,0,0.5,0.444,18,0.082,0.621
P358525_obverse,obverse,9,9,0,0.222,0.667,12,0.027,0.621
P358613_reverse,reverse,13,13,0,0.462,0.426,61,0.025,0.621
P358627_left,left,3,3,0,0.667,0.207,29,0.011,0.621
P359070_reverse,reverse,23,23,0,0.565,0.32,100,0.023,0.621
P359215_reverse,reverse,4,,,,,0,0.379,0.621
P359270_obverse,obverse,9,9,0,0.444,0.444,27,0.027,0.621
P359290_left,left,5,5,0,0.4,0.476,21,0.013,0.621
P360977_reverse,reverse,12,12,0,0.5,0.375,56,0.013,0.621
P333922_obverse,obverse,14,14,0,0.5,0.466,73,0.1,0.622
P357616_left,left,3,3,0,0.333,0.545,11,0.013,0.622
P357666_obverse,obverse,14,14,0,0.429,0.511,47,0.074,0.622
P358280_reverse,reverse,12,,,0.5,0.455,44,0.089,0.622
P358506_reverse,reverse,12,12,0,0.5,0.4,20,0.034,0.622
P358572_obverse,obverse,12,12,0,0.417,0.488,41,0.039,0.622
P359058_obverse,obverse,24,24,0,0.458,0.45,100,0.042,0.622
P359317_obverse,obverse,10,,,0.7,0.531,49,0.363,0.622
P359334_obverse,obverse,6,6,0,0.5,0.4,20,0.035,0.622
P359342_reverse,reverse,12,12,0,0.417,0.472,36,0.023,0.622
P361142_reverse,reverse,12,12,0,0.417,0.48,50,0.03,0.622
P389653_reverse,reverse,6,,,,,0,0.378,0.622
P261874_reverse,reverse,14,14,0,0.286,0.6,10,0.018,0.623
P357349_reverse,reverse,16,16,0,0.625,0.316,79,0.073,0.623
P357378_reverse,reverse,15,15,0,0.533,0.387,75,0.05,0.623
P357516_left,left,3,3,0,0.333,0.556,9,0.02,0.623
P357581_obverse,obverse,16,16,0,0.562,0.398,93,0.091,0.623
P357659_reverse,reverse,17,17,0,0.471,0.448,67,0.048,0.623
P358456_reverse,reverse,8,8,0,0.25,0.65,40,0.032,0.623
P358467_obverse,obverse,15,15,0,0.467,0.421,95,0.02,0.623
P358509_obverse,obverse,13,13,0,0.538,0.364,77,0.033,0.623
P358592_reverse,reverse,8,8,0,0.5,0.415,41,0.045,0.623
P250565_obverse,obverse,8,,,0.75,0.322,59,0.199,0.624
P357365_reverse,reverse,20,20,0,0.55,0.4,100,0.077,0.624
P357515_obverse,obverse,10,10,0,0.6,0.333,18,0.063,0.624
P358222_left,left,5,5,0,0.4,0.5,8,0.029,0.624
P358437_obverse,obverse,13,13,0,0.615,0.288,59,0.031,0.624
P358721_obverse,obverse,16,16,0,0.375,0.52,50,0.022,0.624
P359202_obverse,obverse,10,10,0,0.6,0.326,46,0.053,0.624
P361119_obverse,obverse,17,17,0,0.647,0.31,100,0.086,0.624
P361133_reverse,reverse,18,18,0,0.389,0.531,64,0.048,0.624
P389675_reverse,reverse,8,,,,,0,0.376,0.624
P431278_reverse,reverse,7,,,0.286,0.833,6,0.246,0.624
P357531_obverse,obverse,17,17,0,0.412,0.493,69,0.031,0.625
P357528_obverse,obverse,17,17,0,0.471,0.45,40,0.045,0.625
P357538_left,left,3,3,0,0.333,0.559,34,0.016,0.625
P357731_reverse,reverse,21,21,0,0.429,0.5,26,0.055,0.625
P358260_obverse,obverse,17,17,0,0.529,0.38,100,0.036,0.625
P358613_obverse,obverse,12,12,0,0.417,0.484,62,0.027,0.625
P359094_reverse,reverse,12,12,0,0.5,0.407,27,0.032,0.625
P359123_left,left,2,2,0,0.5,0.375,8,0.0,0.625
P359141_reverse,reverse,11,11,0,0.455,0.449,49,0.028,0.625
P359162_left,left,2,2,0,0.5,0.375,8,0.0,0.625
P359343_reverse,reverse,7,7,0,0.286,,2,0.036,0.625
P361127_left,left,2,2,0,0.5,0.375,16,0.0,0.625
P389637_reverse,reverse,10,,,0.5,0.462,13,0.086,0.625
P389672_reverse,reverse,6,,,0.667,0.667,15,0.459,0.625
P250569_reverse,reverse,3,,,1.0,0.423,26,0.544,0.626
P357563_obverse,obverse,13,13,0,0.308,0.611,18,0.04,0.626
P358210_obverse,obverse,5,5,0,0.4,0.5,6,0.023,0.626
P358326_reverse,reverse,12,,,0.417,0.733,15,0.271,0.626
P358329_reverse,reverse,7,7,0,0.429,0.478,23,0.028,0.626
P358701_obverse,obverse,13,13,0,0.462,0.437,71,0.021,0.626
P359155_obverse,obverse,13,13,0,0.462,0.429,49,0.012,0.626
P361189_reverse,reverse,8,,,,,0,0.374,0.626
P389661_obverse,obverse,3,,,,,1,0.374,0.626
P333899_reverse,reverse,16,16,0,0.438,0.494,77,0.051,0.627
P333907_reverse,reverse,13,13,0,0.462,0.478,46,0.058,0.627
P358437_reverse,reverse,6,6,0,0.167,0.744,39,0.028,0.627
P358550_reverse,reverse,14,14,0,0.5,0.4,55,0.018,0.627
P361564_reverse,reverse,13,13,0,0.385,0.519,27,0.023,0.627
P261869_obverse,obverse,15,15,0,0.333,0.6,10,0.049,0.628
P357694_obverse,obverse,10,10,0,0.4,0.543,35,0.058,0.628
P357959_reverse,reverse,6,6,0,0.333,0.571,7,0.021,0.628
P358682_reverse,reverse,15,15,0,0.467,0.435,85,0.018,0.628
P359034_reverse,reverse,14,14,0,0.571,0.357,42,0.044,0.628
P359089_reverse,reverse,10,10,0,0.4,0.5,26,0.017,0.628
P359118_obverse,obverse,9,9,0,0.333,0.583,12,0.034,0.628
P359970_obverse,obverse,15,15,0,0.467,0.474,38,0.056,0.628
P361632_reverse,reverse,11,11,0,0.455,0.5,12,0.069,0.628
P390542_obverse,obverse,12,12,0,0.5,0.423,26,0.039,0.628
P357534_reverse,reverse,17,17,0,0.471,0.468,77,0.052,0.629
P357602_left,left,6,6,0,0.5,0.411,56,0.024,0.629
P357671_reverse,reverse,6,6,0,0.5,0.4,5,0.012,0.629
P357760_obverse,obverse,7,7,0,0.286,,3,0.028,0.629
P358566_reverse,reverse,16,16,0,0.562,0.349,63,0.024,0.629
P358623_reverse,reverse,15,15,0,0.4,0.51,51,0.024,0.629
P359085_obverse,obverse,11,11,0,0.364,0.571,35,0.047,0.629
P359255_obverse,obverse,14,14,0,0.5,0.405,37,0.019,0.629
P389627_reverse,reverse,7,,,0.714,0.414,29,0.24,0.629
P250557_obverse,obverse,10,,,0.4,0.721,61,0.232,0.63
P333926_obverse,obverse,14,14,0,0.643,0.283,92,0.036,0.63
P357347_obverse,obverse,11,11,0,0.364,0.611,36,0.085,0.63
P358626_obverse,obverse,13,13,0,0.462,0.456,90,0.029,0.63
P361125_reverse,reverse,12,12,0,0.5,0.453,53,0.063,0.63
P361137_reverse,reverse,12,12,0,0.5,0.433,30,0.044,0.63
P361672_reverse,reverse,15,15,0,0.333,0.588,17,0.033,0.63
P389592_reverse,reverse,14,,,,,0,0.37,0.63
P357641_left,left,4,4,0,0.25,0.667,6,0.024,0.631
P358256_reverse,reverse,19,19,0,0.211,0.727,22,0.044,0.631
P358271_reverse,reverse,7,7,0,0.429,0.5,12,0.035,0.631
P358264_reverse,reverse,6,,,,,0,0.369,0.631
P359141_obverse,obverse,10,10,0,0.5,0.444,36,0.053,0.631
P359208_obverse,obverse,10,10,0,0.7,0.235,51,0.041,0.631
P359938_obverse,obverse,17,17,0,0.471,0.475,40,0.053,0.631
P390573_obverse,obverse,18,18,0,0.556,0.41,100,0.074,0.631
P333922_reverse,reverse,16,16,0,0.438,0.538,78,0.08,0.632
P357417_obverse,obverse,13,13,0,0.462,0.452,31,0.018,0.632
P357535_obverse,obverse,19,19,0,0.474,0.485,33,0.061,0.632
P357618_reverse,reverse,12,,,0.333,0.769,13,0.206,0.632
P358466_obverse,obverse,10,10,0,0.5,0.423,26,0.027,0.632
P358519_obverse,obverse,11,11,0,0.545,0.372,43,0.022,0.632
P359063_reverse,reverse,11,11,0,0.273,0.647,34,0.024,0.632
P357665_reverse,reverse,2,2,0,0.5,0.4,5,0.0,0.633
P357764_obverse,obverse,12,12,0,0.5,0.452,31,0.053,0.633
P358196_obverse,obverse,15,15,0,0.4,0.529,17,0.031,0.633
P358682_obverse,obverse,17,17,0,0.412,0.511,94,0.025,0.633
P358712_obverse,obverse,22,22,0,0.409,0.51,100,0.022,0.633
P358832_obverse,obverse,12,12,0,0.333,0.6,15,0.033,0.633
P359130_left,left,3,3,0,0.333,0.6,5,0.035,0.633
P359200_left,left,3,3,0,0.667,0.25,12,0.017,0.633
P359206_left,left,2,2,0,0.5,0.4,5,0.0,0.633
P359307_left,left,2,2,0,0.5,0.4,10,0.0,0.633
P359329_reverse,reverse,13,13,0,0.462,0.481,54,0.045,0.633
P361117_obverse,obverse,52,52,0,0.269,0.67,100,0.04,0.633
P361146_obverse,obverse,11,11,0,0.455,0.5,22,0.055,0.633
P361693_left,left,2,2,0,0.5,0.4,10,0.0,0.633
P390559_reverse,reverse,13,13,0,0.308,,4,0.042,0.633
P393097_obverse,obverse,7,7,0,0.429,0.5,6,0.029,0.633
P357537_left,left,3,3,0,0.333,0.571,7,0.003,0.634
P359160_reverse,reverse,9,9,0,0.556,0.424,33,0.079,0.634
P359196_obverse,obverse,10,10,0,0.5,0.432,37,0.031,0.634
P359365_obverse,obverse,10,10,0,0.4,0.52,25,0.019,0.634
P260375_obverse,obverse,17,17,0,0.412,0.533,60,0.04,0.635
P357500_obverse,obverse,10,10,0,0.6,0.343,67,0.037,0.635
P357656_left,left,4,4,0,0.5,0.424,33,0.018,0.635
P357794_reverse,reverse,14,14,0,0.214,0.727,11,0.038,0.635
P358262_obverse,obverse,7,7,0,0.571,0.368,19,0.036,0.635
P358419_obverse,obverse,14,14,0,0.5,0.425,73,0.019,0.635
P359230_reverse,reverse,4,,,0.5,0.778,9,0.374,0.635
P359258_obverse,obverse,21,21,0,0.333,0.6,25,0.029,0.635
P359942_reverse,reverse,19,19,0,0.316,0.632,38,0.041,0.635
P333933_reverse,reverse,13,13,0,0.308,0.621,29,0.02,0.636
P357572_left,left,4,4,0,0.5,0.429,7,0.021,0.636
P357590_reverse,reverse,20,20,0,0.45,0.48,100,0.023,0.636
P357620_reverse,reverse,12,12,0,0.667,0.299,67,0.059,0.636
P357768_obverse,obverse,18,18,0,0.611,0.39,100,0.092,0.636
P358488_obverse,obverse,12,12,0,0.5,0.426,68,0.017,0.636
P358969_reverse,reverse,7,,,0.571,0.562,32,0.226,0.636
P359150_obverse,obverse,10,10,0,0.6,0.378,37,0.071,0.636
P359164_left,left,4,4,0,0.25,0.667,6,0.007,0.636
P359308_reverse,reverse,8,8,0,0.75,0.2,25,0.043,0.636
P361141_reverse,reverse,16,16,0,0.438,0.513,76,0.042,0.636
P361154_obverse,obverse,12,12,0,0.417,0.519,54,0.028,0.636
P361675_obverse,obverse,26,26,0,0.308,0.632,19,0.032,0.636
P389655_obverse,obverse,6,,,0.667,0.316,19,0.075,0.636
P357504_left,left,2,2,0,0.5,0.412,34,0.0,0.637
P357589_reverse,reverse,16,16,0,0.5,0.456,68,0.046,0.637
P357602_obverse,obverse,18,18,0,0.444,0.51,100,0.042,0.637
P359199_reverse,reverse,8,8,0,0.375,0.571,7,0.036,0.637
P359283_left,left,4,4,0,0.5,0.429,14,0.018,0.637
